2014-06-10 09:32:44	1.33	142.96
2014-06-10 09:34:18	1.46	143.1
2014-06-10 09:34:18	1.45	143.1
2014-06-10 09:41:25	1.4	143.15
2014-06-10 10:02:25	1.4	142.9
2014-06-10 10:02:25	1.4	142.9
2014-06-10 10:02:25	1.4	142.9
2014-06-10 10:02:25	1.4	142.9
2014-06-10 10:02:25	1.4	142.9
2014-06-10 10:12:46	1.01	142.89
2014-06-10 10:12:50	1.18	142.89
2014-06-10 10:12:51	1.28	142.89
2014-06-10 10:22:03	1.4	143.22
2014-06-10 10:23:44	1.43	143.2561
2014-06-10 11:28:24	1.63	143.68
2014-06-10 11:28:25	1.64	143.72
2014-06-10 11:45:23	1.62	143.75
2014-06-10 12:13:56	1.7	143.89
2014-06-10 13:35:12	1.46	143.37
2014-06-10 13:39:19	1.5	143.35
2014-06-10 13:39:19	1.5	143.35
2014-06-10 13:39:19	1.5	143.35
2014-06-10 13:39:19	1.5	143.35
2014-06-10 13:39:19	1.5	143.35
2014-06-10 13:39:19	1.5	143.35
2014-06-10 13:39:19	1.5	143.35
2014-06-10 13:39:19	1.5	143.35
2014-06-10 13:39:19	1.5	143.35
2014-06-10 13:39:19	1.5	143.35
2014-06-10 13:39:19	1.5	143.35
2014-06-10 13:39:19	1.5	143.35
2014-06-10 13:39:19	1.5	143.35
2014-06-10 13:39:19	1.5	143.35
2014-06-10 13:39:20	1.49	143.36
2014-06-10 13:39:20	1.49	143.36
2014-06-10 13:39:20	1.49	143.36
2014-06-10 13:39:20	1.5	143.36
2014-06-10 13:39:21	1.5	143.36
2014-06-10 13:39:21	1.5	143.36
2014-06-10 13:39:22	1.5	143.36
2014-06-10 13:43:58	1.52	143.44
2014-06-10 14:32:33	1.62	143.69
2014-06-10 15:03:56	1.67	143.79
2014-06-10 15:05:42	1.65	143.75
2014-06-10 15:21:30	1.69	143.86
2014-06-10 15:21:30	1.69	143.86
2014-06-10 15:21:30	1.69	143.86
2014-06-10 15:21:30	1.69	143.86
2014-06-10 15:21:30	1.69	143.86
2014-06-10 15:21:30	1.69	143.86
2014-06-10 15:21:30	1.69	143.86
2014-06-10 15:21:31	1.68	143.87
2014-06-10 15:21:33	1.68	143.87
2014-06-10 15:33:49	1.69	143.86
2014-06-10 15:33:49	1.69	143.86
2014-06-10 15:33:49	1.69	143.86
2014-06-10 15:33:49	1.69	143.86
2014-06-10 15:33:49	1.69	143.86
2014-06-10 15:33:49	1.69	143.86
2014-06-10 15:33:49	1.69	143.86
2014-06-10 15:33:49	1.69	143.86
2014-06-10 15:33:49	1.69	143.86
2014-06-10 15:33:49	1.69	143.86
2014-06-10 15:33:49	1.69	143.86
2014-06-10 15:46:41	1.6	143.69
2014-06-10 15:46:41	1.6	143.69
2014-06-10 15:46:41	1.6	143.69
2014-06-10 15:46:41	1.6	143.69
2014-06-10 15:47:10	1.6	143.71
2014-06-10 15:47:10	1.6	143.71
2014-06-10 15:50:27	1.62	143.72
2014-06-10 15:50:29	1.62	143.73
2014-06-10 15:51:53	1.66	143.78
2014-06-10 15:51:53	1.66	143.78
2014-06-10 15:51:54	1.62	143.78
